y,y.binary,y.time.to.event,status,y.0,y.1,y.binary.0,y.binary.1,y.time.to.event.0,y.time.to.event.1,status.0,status.1,treatment,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,sigpos
-1.884097891,0,0.151966088,1,0.237222453,-1.884097891,0,0,1.267723095,0.151966088,1,1,1,2.779496844,0.170518728,2.222917734,1.990355244,2.592308049,0.910110063,-0.772734923,-0.537177086,2.138462734,2.745273191,0
3.291593389,1,0.130514052,0,0.291593389,3.291593389,0,1,0.130514052,0.130514052,0,0,1,-1.359321845,0.255754766,2.239647102,1.309475574,0.775791454,0.792038364,2.538882381,1.035989194,0.176116162,1.701245301,1
4.017564856,1,34.50950406,0,1.017564856,4.017564856,1,1,2.76644985,34.50950406,1,0,1,-0.807352891,-1.875451044,-0.269872941,0.155569999,1.775837367,-2.501135809,1.045574636,-0.781208824,-1.697460214,-1.122115197,1
2.35520045,1,1.815559872,0,2.35520045,0.233880106,1,0,1.815559872,1.263492998,0,1,0,0.590780326,1.286578928,-0.879291795,1.067305055,0.486521433,-0.244521547,-1.408441593,0.725162871,-0.270254521,1.418536106,0
-7.019633543,0,0.000894153,1,0.223007144,-7.019633543,0,0,1.249829503,0.000894153,1,1,1,0.882692147,2.747091801,0.916034557,1.320243434,1.374236157,2.01592438,2.457042611,0.865986121,-0.137316758,0.163526532,0
-3.691387449,0,0.024937379,1,-1.570067105,-3.691387449,0,0,0.208031222,0.024937379,1,1,1,-2.228437455,1.41783523,3.067881979,0.801915928,-0.282515948,-0.881296172,-0.846557272,0.712109648,-0.166771364,-0.203183158,0
3.986008466,1,10.83059457,0,0.986008466,3.986008466,1,1,2.680513729,10.83059457,1,0,1,-0.775840525,-1.264836643,0.672453071,0.44045514,2.912989115,0.95396697,3.736173904,0.246825436,3.298705499,2.579201678,1
1.128717649,1,3.091689328,1,1.128717649,4.128717649,1,1,3.091689328,30.23943682,1,0,0,-1.089259267,-0.860568431,-0.202703856,-0.803403479,-2.757252274,0.777230867,-0.413018698,-1.887777764,1.867603908,0.540089974,1
3.458408609,1,6.549591614,0,0.458408609,3.458408609,0,1,1.581555108,6.549591614,1,0,1,-2.703887782,-0.297879487,-1.230928116,0.411011465,0.572345545,0.673086563,0.22843076,-0.987887734,-1.792748045,-0.524779632,1
1.5691886,1,0.008280851,0,1.5691886,4.5691886,1,1,0.008280851,0.008280851,0,0,0,-0.061691653,0.610476927,-0.458464662,0.008012075,-2.74056877,-2.374819199,-0.546465309,-0.218259442,-0.027072607,-0.964145011,1
-0.662366944,0,0.515629423,1,1.458953399,-0.662366944,1,0,1.948408015,0.515629423,0,1,1,1.15201681,-0.672865233,-0.365134985,-0.524468128,-0.560782652,-0.975414104,0.264504094,2.330392537,0.198053149,-2.667440918,0
1.074547815,1,2.928668301,1,1.074547815,4.074547815,1,1,2.928668301,3.963055636,1,0,0,-2.200688946,-0.073353359,-1.052133327,1.236134883,-1.587341417,0.13070945,-1.42396822,-0.292374183,-2.440363508,-2.132778385,1
-0.92875224,0,0.205522491,0,-0.92875224,2.07124776,0,1,0.205522491,0.205522491,0,0,0,-1.156359573,-2.089216895,0.954511832,-0.629838956,-0.504801633,0.434430489,-4.276192717,-1.019457074,-0.969978795,1.463541378,1
0.997908293,1,2.71260192,1,0.997908293,-1.123412051,1,0,2.71260192,0.325168408,1,1,0,-0.518600926,2.169915399,-0.064133398,0.533917677,-0.237839181,-1.268410867,-2.138849678,1.683024239,-1.542787368,-0.303651257,0
0.051690471,0,1.053049743,1,0.051690471,3.051690471,0,1,1.053049743,1.398208978,1,0,0,-0.675805523,-0.852150713,1.546259979,-1.288851481,0.253546918,0.380775331,-0.219837675,2.088122392,-0.561305235,1.728681627,1
