y,y.binary,y.time.to.event,status,y.0,y.1,y.binary.0,y.binary.1,y.time.to.event.0,y.time.to.event.1,status.0,status.1,treatment,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,sigpos
0.939720289,1,0.62334497,0,0.939720289,1.539720289,1,1,0.62334497,0.62334497,0,0,0,0.606087382,0.298821214,-0.685162427,0.883178478,-0.03175769,0.181804995,0.893695758,-1.643704522,-0.144460393,1.491038907,1
0.612722241,0,1.845448322,1,0.612722241,0.188458172,0,0,1.845448322,1.20738658,1,1,0,-1.013385187,0.88972032,-1.215774036,-1.850449515,-1.176731566,-0.071902733,-4.278647502,0.163770768,-0.821685067,1.452465027,0
1.116047021,1,3.052762814,1,1.116047021,0.691782953,1,0,3.052762814,1.997273404,1,1,0,-1.373293677,0.890566885,-1.086981044,-0.680468216,0.195037489,-1.939745348,-2.861819697,-0.677319189,1.787946442,1.935790452,0
0.227159776,0,1.255030376,1,-0.372840224,0.227159776,0,0,0.688775274,1.255030376,1,1,1,-3.265104865,-1.710412157,1.296924367,-2.154225147,-0.388070406,1.260243305,0.224310377,-2.519421127,-0.538596441,-0.220255099,1
0.368817127,0,0.14346972,0,-0.231182873,0.368817127,0,0,0.14346972,0.14346972,0,0,1,-0.332641791,-0.3452292,0.92710659,-0.027197053,1.351099706,2.031157466,-1.194117482,-0.714734934,-0.396593802,-1.097859609,1
1.396032144,1,0.012525122,0,1.396032144,1.996032144,1,1,0.012525122,0.012525122,0,0,0,-2.286860768,-3.209325427,-0.742394639,0.343014656,1.070744092,-0.821180446,0.061670794,-1.574647377,-3.285666336,0.54345979,1
-0.849735196,0,0.427528128,1,-0.849735196,-1.273999264,0,0,0.427528128,0.279710745,1,1,0,1.146840355,-0.614143812,0.853009755,0.578691927,2.081101966,1.468221457,-0.241994933,0.976688809,2.224567792,2.371398323,0
1.062854706,1,2.894622501,1,1.062854706,1.662854706,1,1,2.894622501,5.27434608,1,1,0,0.556245751,-1.287723374,-2.062996962,0.862341606,-0.028516443,0.321055776,-0.33094431,1.908490068,-2.262568269,1.047664875,1
-0.464874765,0,0.628213775,1,-0.040610696,-0.464874765,0,0,0.869026962,0.628213775,0,1,1,0.797942966,-1.704778548,0.256940998,-1.57293552,-0.100936497,2.319748647,1.75242447,-0.135992784,-1.595549322,1.41759265,0
0.66105438,0,1.936833416,1,0.66105438,0.236790311,0,0,1.936833416,1.267175377,1,1,0,0.200970864,2.762705815,0.622083641,-0.308764092,1.650824242,0.926237917,0.836364158,-1.540517395,-0.526068621,-0.344818819,0
0.392303696,0,0.357582281,0,0.392303696,-0.031960373,0,0,0.357582281,0.357582281,0,0,0,2.832923635,-1.473778684,0.964533539,-0.076676175,0.998012588,1.101362352,0.259094822,2.638473063,0.647614959,1.508552627,0
0.217625183,0,1.243121038,1,0.641889252,0.217625183,0,0,1.900067196,1.243121038,1,1,1,1.582220381,-1.905182565,-0.323654789,0.761734489,-1.347907783,-1.928134872,-0.344475154,-0.109475243,-0.739856516,1.267584957,0
-1.015216014,0,0.308651617,0,-1.615216014,-1.015216014,0,0,0.198847712,0.308651617,1,0,1,0.135376545,-0.825715981,2.246941235,1.925744203,2.41849681,-0.843300912,2.490151698,0.82205671,2.260803221,0.345328225,1
0.976306869,1,0.419158907,0,0.976306869,1.576306869,1,1,0.419158907,0.419158907,0,0,0,-0.16987462,0.639610745,0.256858057,1.257509608,2.538539105,3.930836291,1.823969153,0.660342665,-0.508371052,1.014129907,1
0.587252421,0,0.631989135,0,0.587252421,0.162988353,0,0,0.631989135,0.631989135,0,0,0,1.945474985,0.564988475,-3.844762007,-2.644729503,-2.521287677,-1.621277459,-1.194395873,-0.434108921,0.478910166,-2.833385425,0
0.16772054,0,1.182606073,1,0.16772054,-0.256543529,0,0,1.182606073,0.773721314,1,1,0,-0.281519442,2.591562519,1.269801797,0.687563222,1.098451563,2.927686371,1.197508955,2.596273363,0.638251242,0.286130309,0
-0.116994765,0,0.36963026,0,-0.116994765,-0.541258834,0,0,0.36963026,0.36963026,0,0,0,0.619835138,1.736231517,-1.497003405,0.351130473,0.349402065,-0.159883169,-0.248166768,2.234738913,1.196668347,1.023686225,0
-0.14649699,0,0.863728332,1,-0.14649699,-0.570761059,0,0,0.863728332,0.565095204,1,1,0,-0.454432766,1.761140219,-0.454596684,-0.458736027,-0.980869901,1.662010766,-1.982978706,0.065681537,-1.643391555,-0.588573169,0
